STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 49,17060607,3,     ,     ,     ,     ,                    ,     ,
 49,17060608,1,     ,     ,     ,     ,                    ,     ,
 49,17060608,2,     ,  640,   ZW,     ,                    ,     ,
 49,17060608,3,     ,     ,     ,     ,                    ,     ,
 49,17060609,1,     ,     ,     ,     ,                    ,     ,
 49,17060609,2,     ,  610,   ZW,     ,                    ,     ,
 49,17060609,3,     ,     ,     ,     ,                    ,     ,
 49,17060610,1,     ,     ,     ,     ,                    ,     ,
 49,17060610,2,     ,  610,   ZW,     ,                    ,     ,
 49,17060610,3,     ,     ,     ,     ,                    ,     ,
 49,17060611,1,     ,     ,     ,     ,                    ,     ,
 49,17060611,2,     ,  610,   NW,     ,                    ,     ,
 49,17060611,3,     ,     ,     ,     ,                    ,     ,
 49,17060612,1,     ,     ,     ,     ,                    ,     ,
 49,17060612,2,     ,  650,   NO,     ,                    ,     ,
 49,17060612,3,     ,     ,     ,     ,                    ,     ,
 49,17060613,1,     ,     ,     ,     ,                    ,     ,
 49,17060613,2,     ,  660,   NO,     ,                    ,     ,
 49,17060613,3,     ,     ,     ,     ,                    ,     ,
 49,17060614,1,     ,     ,     ,     ,                    ,     ,
 49,17060614,2,     ,  680,  NNW,     ,                    ,     ,
 49,17060614,3,     ,     ,     ,     ,                    ,     ,
 49,17060615,1,     ,     ,     ,     ,                    ,     ,
 49,17060615,2,     ,  670,  NNW,     ,                    ,     ,
 49,17060615,3,     ,     ,     ,     ,                    ,     ,
 49,17060616,1,     ,     ,     ,     ,                    ,     ,
 49,17060616,2,     ,  630,   NW,     ,                    ,     ,
 49,17060616,3,     ,     ,     ,     ,                    ,     ,
 49,17060617,1,     ,     ,     ,     ,                    ,     ,
 49,17060617,2,     ,  650,     ,     ,                    ,     ,
 49,17060617,3,     ,     ,     ,     ,                    ,     ,
 49,17060618,1,     ,     ,     ,     ,                    ,     ,
 49,17060618,2,     ,  660,   NO,     ,                    ,     ,
 49,17060618,3,     ,     ,     ,     ,                    ,     ,
 49,17060619,1,     ,     ,     ,     ,                    ,     ,
 49,17060619,2,     ,  700,   NO,     ,                    ,     ,
 49,17060619,3,     ,     ,     ,     ,                    ,     ,
 49,17060620,1,     ,     ,     ,     ,                    ,     ,
 49,17060620,2,     ,  690,     ,     ,                    ,     ,
 49,17060620,3,     ,     ,     ,     ,                    ,     ,
 49,17060621,1,     ,     ,     ,     ,                    ,     ,
 49,17060621,2,     ,     ,     ,     ,                    ,     ,
 49,17060621,3,     ,     ,     ,     ,                    ,     ,
 49,17060622,1,     ,     ,     ,     ,                    ,     ,
 49,17060622,2,     ,     ,     ,     ,                    ,     ,
 49,17060622,3,     ,     ,     ,     ,                    ,     ,
 49,17060623,1,     ,     ,     ,     ,                    ,     ,
 49,17060623,2,     ,     ,     ,     ,                    ,     ,
 49,17060623,3,     ,     ,     ,     ,                    ,     ,
 49,17060624,1,     ,     ,     ,     ,                    ,     ,
 49,17060624,2,     ,     ,     ,     ,                    ,     ,
 49,17060624,3,     ,     ,     ,     ,                    ,     ,
 49,17060625,1,     ,     ,     ,     ,                    ,     ,
 49,17060625,2,     ,  730,   NW,     ,                    ,     ,
 49,17060625,3,     ,     ,     ,     ,                    ,     ,
 49,17060626,1,     ,     ,     ,     ,                    ,     ,
 49,17060626,2,     ,  690,  WZW,     ,                    ,     ,
 49,17060626,3,     ,     ,     ,     ,                    ,     ,
 49,17060627,1,     ,     ,     ,     ,                    ,     ,
 49,17060627,2,     ,     ,     ,     ,                    ,     ,
 49,17060627,3,     ,     ,     ,     ,                    ,     ,
 49,17060628,1,     ,     ,     ,     ,                    ,     ,
 49,17060628,2,     ,  680,     ,     ,                    ,     ,
 49,17060628,3,     ,     ,     ,     ,                    ,     ,
 49,17060629,1,     ,     ,     ,     ,                    ,     ,
 49,17060629,2,     ,     ,     ,     ,                    ,     ,
 49,17060629,3,     ,     ,     ,     ,                    ,     ,
 49,17060630,1,     ,     ,     ,     ,                    ,     ,
 49,17060630,2,     ,     ,    W,     ,                    ,     ,
 49,17060630,3,     ,     ,     ,     ,                    ,     ,
 49,17060701,1,     ,     ,     ,     ,                    ,     ,
 49,17060701,2,     ,     ,    W,     ,                    ,     ,
 49,17060701,3,     ,     ,     ,     ,                    ,     ,
 49,17060702,1,     ,     ,     ,     ,                    ,     ,
 49,17060702,2,     ,  600,   NW,     ,                    ,     ,
 49,17060702,3,     ,     ,     ,     ,                    ,     ,
 49,17060703,1,     ,     ,     ,     ,                    ,     ,
 49,17060703,2,     ,     ,     ,     ,                    ,     ,
 49,17060703,3,     ,     ,     ,     ,                    ,     ,
 49,17060704,1,     ,     ,     ,     ,                    ,     ,
 49,17060704,2,     ,     ,     ,     ,                    ,     ,
 49,17060704,3,     ,     ,     ,     ,                    ,     ,
 49,17060705,1,     ,     ,     ,     ,                    ,     ,
 49,17060705,2,     ,     ,  WZW,     ,                    ,     ,
 49,17060705,3,     ,     ,     ,     ,                    ,     ,
 49,17060706,1,     ,     ,     ,     ,                    ,     ,
 49,17060706,2,     ,  630,  WZW,     ,                    ,     ,
 49,17060706,3,     ,     ,     ,     ,                    ,     ,
 49,17060707,1,     ,     ,     ,     ,                    ,     ,
 49,17060707,2,     ,     ,     ,     ,                    ,     ,
 49,17060707,3,     ,     ,     ,     ,                    ,     ,
 49,17060708,1,     ,     ,     ,     ,                    ,     ,
 49,17060708,2,     ,     ,     ,     ,                    ,     ,
 49,17060708,3,     ,     ,     ,     ,                    ,     ,
 49,17060709,1,     ,     ,     ,     ,                    ,     ,
 49,17060709,2,     ,     ,     ,     ,                    ,     ,
 49,17060709,3,     ,     ,     ,     ,                    ,     ,
 49,17060710,1,     ,     ,     ,     ,                    ,     ,
 49,17060710,2,     ,     ,     ,     ,                    ,     ,
 49,17060710,3,     ,     ,     ,     ,                    ,     ,
 49,17060711,1,     ,     ,     ,     ,                    ,     ,
 49,17060711,2,     ,     ,     ,     ,                    ,     ,
 49,17060711,3,     ,     ,     ,     ,                    ,     ,
 49,17060712,1,     ,     ,     ,     ,                    ,     ,
 49,17060712,2,     ,  620,   ZW,     ,                    ,     ,
 49,17060712,3,     ,     ,     ,     ,                    ,     ,
 49,17060713,1,     ,     ,     ,     ,                    ,     ,
 49,17060713,2,     ,  610,  WNW,     ,                    ,     ,
 49,17060713,3,     ,     ,     ,     ,                    ,     ,
 49,17060714,1,     ,     ,     ,     ,                    ,     ,
 49,17060714,2,     ,  630,  WNW,     ,                    ,     ,
 49,17060714,3,     ,     ,     ,     ,                    ,     ,
 49,17060715,1,     ,     ,     ,     ,                    ,     ,
 49,17060715,2,     ,  610,  NNW,     ,                    ,     ,
 49,17060715,3,     ,     ,     ,     ,                    ,     ,
 49,17060716,1,     ,     ,     ,     ,                    ,     ,
 49,17060716,2,     ,     ,  NNW,     ,                    ,     ,
 49,17060716,3,     ,     ,     ,     ,                    ,     ,
 49,17060717,1,     ,     ,     ,     ,                    ,     ,
 49,17060717,2,     ,  610,  NNW,     ,                    ,     ,
 49,17060717,3,     ,     ,     ,     ,                    ,     ,
 49,17060718,1,     ,     ,     ,     ,                    ,     ,
 49,17060718,2,     ,     ,  NNW,     ,                    ,     ,
 49,17060718,3,     ,     ,     ,     ,                    ,     ,
 49,17060719,1,     ,     ,     ,     ,                    ,     ,
 49,17060719,2,     ,  660,    N,     ,                    ,     ,
 49,17060719,3,     ,     ,     ,     ,                    ,     ,
 49,17060720,1,     ,     ,     ,     ,                    ,     ,
 49,17060720,2,     ,     ,     ,     ,                    ,     ,
 49,17060720,3,     ,     ,     ,     ,                    ,     ,
 49,17060721,1,     ,     ,     ,     ,                    ,     ,
 49,17060721,2,     ,  630,   NW,     ,                    ,     ,
 49,17060721,3,     ,     ,     ,     ,                    ,     ,
 49,17060722,1,     ,     ,     ,     ,                    ,     ,
 49,17060722,2,     ,     ,     ,     ,                    ,     ,
 49,17060722,3,     ,     ,     ,     ,                    ,     ,
 49,17060723,1,     ,     ,     ,     ,                    ,     ,
 49,17060723,2,     ,  680,  WZW,     ,                    ,     ,
 49,17060723,3,     ,     ,     ,     ,                    ,     ,
 49,17060724,1,     ,     ,     ,     ,                    ,     ,
 49,17060724,2,     ,  660,   ZW,     ,                    ,     ,
 49,17060724,3,     ,     ,     ,     ,                    ,     ,
 49,17060725,1,     ,     ,     ,     ,                    ,     ,
 49,17060725,2,     ,  700,  ZZW,     ,                    ,     ,
 49,17060725,3,     ,     ,     ,     ,                    ,     ,
 49,17060726,1,     ,     ,     ,     ,                    ,     ,
 49,17060726,2,     ,  670,  WZW,     ,                    ,     ,
 49,17060726,3,     ,     ,     ,     ,                    ,     ,
 49,17060727,1,     ,     ,     ,     ,                    ,     ,
 49,17060727,2,     ,  690,   NO,     ,                    ,     ,
 49,17060727,3,     ,     ,     ,     ,                    ,     ,
 49,17060728,1,     ,     ,     ,     ,                    ,     ,
 49,17060728,2,     ,  650,   ZW,     ,                    ,     ,
 49,17060728,3,     ,     ,     ,     ,                    ,     ,
 49,17060729,1,     ,     ,     ,     ,                    ,     ,
 49,17060729,2,     ,  640,   ZW,     ,                    ,     ,
 49,17060729,3,     ,     ,     ,     ,                    ,     ,
 49,17060730,1,     ,     ,     ,     ,                    ,     ,
 49,17060730,2,     ,  630,  ZZW,     ,                    ,     ,
 49,17060730,3,     ,     ,     ,     ,                    ,     ,
 49,17060731,1,     ,     ,     ,     ,                    ,     ,
 49,17060731,2,     ,  660,  NNO,     ,                    ,     ,
 49,17060731,3,     ,     ,     ,     ,                    ,     ,
 49,17060801,1,     ,     ,     ,     ,                    ,     ,
 49,17060801,2,     ,  670,   ZW,     ,                    ,     ,
 49,17060801,3,     ,     ,     ,     ,                    ,     ,
 49,17060802,1,     ,     ,     ,     ,                    ,     ,
 49,17060802,2,     ,  680,  WZW,     ,                    ,     ,
 49,17060802,3,     ,     ,     ,     ,                    ,     ,
 49,17060803,1,     ,     ,     ,     ,                    ,     ,
 49,17060803,2,     ,  650,   ZW,     ,                    ,     ,
 49,17060803,3,     ,     ,     ,     ,                    ,     ,
 49,17060804,1,     ,     ,     ,     ,                    ,     ,
 49,17060804,2,     ,  660,  WZW,     ,                    ,     ,
 49,17060804,3,     ,     ,     ,     ,                    ,     ,
 49,17060805,1,     ,     ,     ,     ,                    ,     ,
 49,17060805,2,     ,  670,  WNW,     ,                    ,     ,
 49,17060805,3,     ,     ,     ,     ,                    ,     ,
 49,17060806,1,     ,     ,     ,     ,                    ,     ,
 49,17060806,2,     ,  670,   ZW,     ,                    ,     ,
 49,17060806,3,     ,     ,     ,     ,                    ,     ,
 49,17060807,1,     ,     ,     ,     ,                    ,     ,
 49,17060807,2,     ,  720,   ZW,     ,                    ,     ,
 49,17060807,3,     ,     ,     ,     ,                    ,     ,
 49,17060808,1,     ,     ,     ,     ,                    ,     ,
 49,17060808,2,     ,  700,     ,     ,                    ,     ,
 49,17060808,3,     ,     ,     ,     ,                    ,     ,
 49,17060809,1,     ,     ,     ,     ,                    ,     ,
